fg_value,fg_label,date
13,Extreme Fear,2022-06-10
12,Extreme Fear,2022-06-11
14,Extreme Fear,2022-06-12
11,Extreme Fear,2022-06-13
8,Extreme Fear,2022-06-14
7,Extreme Fear,2022-06-15
7,Extreme Fear,2022-06-16
9,Extreme Fear,2022-06-17
6,Extreme Fear,2022-06-18
6,Extreme Fear,2022-06-19
9,Extreme Fear,2022-06-20
9,Extreme Fear,2022-06-21
11,Extreme Fear,2022-06-22
11,Extreme Fear,2022-06-23
11,Extreme Fear,2022-06-24
14,Extreme Fear,2022-06-25
14,Extreme Fear,2022-06-26
12,Extreme Fear,2022-06-27
10,Extreme Fear,2022-06-28
13,Extreme Fear,2022-06-29
11,Extreme Fear,2022-06-30
11,Extreme Fear,2022-07-01
14,Extreme Fear,2022-07-02
11,Extreme Fear,2022-07-03
14,Extreme Fear,2022-07-04
19,Extreme Fear,2022-07-05
18,Extreme Fear,2022-07-06
18,Extreme Fear,2022-07-07
20,Extreme Fear,2022-07-08
24,Extreme Fear,2022-07-09
24,Extreme Fear,2022-07-10
22,Extreme Fear,2022-07-11
16,Extreme Fear,2022-07-12
15,Extreme Fear,2022-07-13
18,Extreme Fear,2022-07-14
15,Extreme Fear,2022-07-15
21,Extreme Fear,2022-07-16
24,Extreme Fear,2022-07-17
20,Extreme Fear,2022-07-18
30,Fear,2022-07-19
31,Fear,2022-07-20
34,Fear,2022-07-21
33,Fear,2022-07-22
31,Fear,2022-07-23
30,Fear,2022-07-24
30,Fear,2022-07-25
26,Fear,2022-07-26
28,Fear,2022-07-27
32,Fear,2022-07-28
39,Fear,2022-07-29
42,Fear,2022-07-30
39,Fear,2022-07-31
33,Fear,2022-08-01
31,Fear,2022-08-02
34,Fear,2022-08-03
30,Fear,2022-08-04
31,Fear,2022-08-05
31,Fear,2022-08-06
30,Fear,2022-08-07
30,Fear,2022-08-08
42,Fear,2022-08-09
31,Fear,2022-08-10
41,Fear,2022-08-11
42,Fear,2022-08-12
46,Neutral,2022-08-13
47,Neutral,2022-08-14
45,Neutral,2022-08-15
44,Fear,2022-08-16
41,Fear,2022-08-17
30,Fear,2022-08-18
33,Fear,2022-08-19
29,Fear,2022-08-20
27,Fear,2022-08-21
29,Fear,2022-08-22
28,Fear,2022-08-23
25,Fear,2022-08-24
25,Fear,2022-08-25
27,Fear,2022-08-26
28,Fear,2022-08-27
28,Fear,2022-08-28
24,Extreme Fear,2022-08-29
27,Fear,2022-08-30
23,Extreme Fear,2022-08-31
20,Extreme Fear,2022-09-01
25,Fear,2022-09-02
21,Extreme Fear,2022-09-03
20,Extreme Fear,2022-09-04
23,Extreme Fear,2022-09-05
22,Extreme Fear,2022-09-06
24,Extreme Fear,2022-09-07
20,Extreme Fear,2022-09-08
22,Extreme Fear,2022-09-09
28,Fear,2022-09-10
26,Fear,2022-09-11
25,Fear,2022-09-12
34,Fear,2022-09-13
27,Fear,2022-09-14
28,Fear,2022-09-15
20,Extreme Fear,2022-09-16
22,Extreme Fear,2022-09-17
27,Fear,2022-09-18
21,Extreme Fear,2022-09-19
23,Extreme Fear,2022-09-20
23,Extreme Fear,2022-09-21
22,Extreme Fear,2022-09-22
20,Extreme Fear,2022-09-23
24,Extreme Fear,2022-09-24
24,Extreme Fear,2022-09-25
21,Extreme Fear,2022-09-26
20,Extreme Fear,2022-09-27
20,Extreme Fear,2022-09-28
22,Extreme Fear,2022-09-29
21,Extreme Fear,2022-09-30
20,Extreme Fear,2022-10-01
24,Extreme Fear,2022-10-02
24,Extreme Fear,2022-10-03
20,Extreme Fear,2022-10-04
25,Fear,2022-10-05
26,Fear,2022-10-06
23,Extreme Fear,2022-10-07
24,Extreme Fear,2022-10-08
22,Extreme Fear,2022-10-09
22,Extreme Fear,2022-10-10
24,Extreme Fear,2022-10-11
20,Extreme Fear,2022-10-12
20,Extreme Fear,2022-10-13
24,Extreme Fear,2022-10-14
24,Extreme Fear,2022-10-15
24,Extreme Fear,2022-10-16
20,Extreme Fear,2022-10-17
22,Extreme Fear,2022-10-18
23,Extreme Fear,2022-10-19
23,Extreme Fear,2022-10-20
23,Extreme Fear,2022-10-21
20,Extreme Fear,2022-10-22
23,Extreme Fear,2022-10-23
22,Extreme Fear,2022-10-24
20,Extreme Fear,2022-10-25
33,Fear,2022-10-26
32,Fear,2022-10-27
30,Fear,2022-10-28
34,Fear,2022-10-29
34,Fear,2022-10-30
31,Fear,2022-10-31
30,Fear,2022-11-01
30,Fear,2022-11-02
30,Fear,2022-11-03
30,Fear,2022-11-04
38,Fear,2022-11-05
40,Fear,2022-11-06
33,Fear,2022-11-07
31,Fear,2022-11-08
29,Fear,2022-11-09
22,Extreme Fear,2022-11-10
25,Fear,2022-11-11
21,Extreme Fear,2022-11-12
22,Extreme Fear,2022-11-13
24,Extreme Fear,2022-11-14
22,Extreme Fear,2022-11-15
23,Extreme Fear,2022-11-16
20,Extreme Fear,2022-11-17
23,Extreme Fear,2022-11-18
23,Extreme Fear,2022-11-19
24,Extreme Fear,2022-11-20
21,Extreme Fear,2022-11-21
22,Extreme Fear,2022-11-22
22,Extreme Fear,2022-11-23
20,Extreme Fear,2022-11-24
20,Extreme Fear,2022-11-25
22,Extreme Fear,2022-11-26
26,Fear,2022-11-27
28,Fear,2022-11-28
26,Fear,2022-11-29
29,Fear,2022-11-30
27,Fear,2022-12-01
27,Fear,2022-12-02
27,Fear,2022-12-03
26,Fear,2022-12-04
26,Fear,2022-12-05
25,Fear,2022-12-06
29,Fear,2022-12-07
25,Fear,2022-12-08
26,Fear,2022-12-09
27,Fear,2022-12-10
26,Fear,2022-12-11
27,Fear,2022-12-12
27,Fear,2022-12-13
30,Fear,2022-12-14
31,Fear,2022-12-15
29,Fear,2022-12-16
28,Fear,2022-12-17
26,Fear,2022-12-18
29,Fear,2022-12-19
29,Fear,2022-12-20
26,Fear,2022-12-21
28,Fear,2022-12-22
27,Fear,2022-12-23
29,Fear,2022-12-24
29,Fear,2022-12-25
28,Fear,2022-12-26
27,Fear,2022-12-27
28,Fear,2022-12-28
28,Fear,2022-12-29
28,Fear,2022-12-30
25,Fear,2022-12-31
26,Fear,2023-01-01
27,Fear,2023-01-02
26,Fear,2023-01-03
29,Fear,2023-01-04
29,Fear,2023-01-05
26,Fear,2023-01-06
25,Fear,2023-01-07
25,Fear,2023-01-08
25,Fear,2023-01-09
26,Fear,2023-01-10
26,Fear,2023-01-11
30,Fear,2023-01-12
31,Fear,2023-01-13
46,Neutral,2023-01-14
52,Neutral,2023-01-15
45,Neutral,2023-01-16
51,Neutral,2023-01-17
52,Neutral,2023-01-18
45,Neutral,2023-01-19
51,Neutral,2023-01-20
53,Neutral,2023-01-21
53,Neutral,2023-01-22
50,Neutral,2023-01-23
52,Neutral,2023-01-24
51,Neutral,2023-01-25
54,Neutral,2023-01-26
55,Greed,2023-01-27
52,Neutral,2023-01-28
55,Greed,2023-01-29
61,Greed,2023-01-30
51,Neutral,2023-01-31
56,Greed,2023-02-01
60,Greed,2023-02-02
60,Greed,2023-02-03
58,Greed,2023-02-04
58,Greed,2023-02-05
56,Greed,2023-02-06
54,Neutral,2023-02-07
58,Greed,2023-02-08
55,Greed,2023-02-09
48,Neutral,2023-02-10
49,Neutral,2023-02-11
50,Neutral,2023-02-12
48,Neutral,2023-02-13
50,Neutral,2023-02-14
53,Neutral,2023-02-15
62,Greed,2023-02-16
61,Greed,2023-02-17
60,Greed,2023-02-18
60,Greed,2023-02-19
58,Greed,2023-02-20
60,Greed,2023-02-21
59,Greed,2023-02-22
56,Greed,2023-02-23
53,Neutral,2023-02-24
52,Neutral,2023-02-25
51,Neutral,2023-02-26
50,Neutral,2023-02-27
53,Neutral,2023-02-28
50,Neutral,2023-03-01
51,Neutral,2023-03-02
50,Neutral,2023-03-03
50,Neutral,2023-03-04
47,Neutral,2023-03-05
48,Neutral,2023-03-06
49,Neutral,2023-03-07
50,Neutral,2023-03-08
44,Fear,2023-03-09
34,Fear,2023-03-10
33,Fear,2023-03-11
33,Fear,2023-03-12
49,Neutral,2023-03-13
56,Greed,2023-03-14
50,Neutral,2023-03-15
52,Neutral,2023-03-16
51,Neutral,2023-03-17
64,Greed,2023-03-18
63,Greed,2023-03-19
66,Greed,2023-03-20
68,Greed,2023-03-21
62,Greed,2023-03-22
57,Greed,2023-03-23
61,Greed,2023-03-24
64,Greed,2023-03-25
64,Greed,2023-03-26
64,Greed,2023-03-27
59,Greed,2023-03-28
57,Greed,2023-03-29
60,Greed,2023-03-30
63,Greed,2023-03-31
61,Greed,2023-04-01
63,Greed,2023-04-02
63,Greed,2023-04-03
62,Greed,2023-04-04
62,Greed,2023-04-05
63,Greed,2023-04-06
64,Greed,2023-04-07
61,Greed,2023-04-08
61,Greed,2023-04-09
62,Greed,2023-04-10
68,Greed,2023-04-11
65,Greed,2023-04-12
61,Greed,2023-04-13
68,Greed,2023-04-14
68,Greed,2023-04-15
68,Greed,2023-04-16
69,Greed,2023-04-17
58,Greed,2023-04-18
63,Greed,2023-04-19
52,Neutral,2023-04-20
50,Neutral,2023-04-21
53,Neutral,2023-04-22
56,Greed,2023-04-23
53,Neutral,2023-04-24
53,Neutral,2023-04-25
56,Greed,2023-04-26
59,Greed,2023-04-27
64,Greed,2023-04-28
64,Greed,2023-04-29
60,Greed,2023-04-30
63,Greed,2023-05-01
55,Greed,2023-05-02
64,Greed,2023-05-03
64,Greed,2023-05-04
61,Greed,2023-05-05
60,Greed,2023-05-06
64,Greed,2023-05-07
60,Greed,2023-05-08
51,Neutral,2023-05-09
52,Neutral,2023-05-10
52,Neutral,2023-05-11
49,Neutral,2023-05-12
48,Neutral,2023-05-13
48,Neutral,2023-05-14
50,Neutral,2023-05-15
54,Neutral,2023-05-16
50,Neutral,2023-05-17
51,Neutral,2023-05-18
48,Neutral,2023-05-19
48,Neutral,2023-05-20
52,Neutral,2023-05-21
49,Neutral,2023-05-22
50,Neutral,2023-05-23
50,Neutral,2023-05-24
51,Neutral,2023-05-25
49,Neutral,2023-05-26
48,Neutral,2023-05-27
50,Neutral,2023-05-28
52,Neutral,2023-05-29
51,Neutral,2023-05-30
51,Neutral,2023-05-31
52,Neutral,2023-06-01
50,Neutral,2023-06-02
53,Neutral,2023-06-03
52,Neutral,2023-06-04
53,Neutral,2023-06-05
44,Fear,2023-06-06
53,Neutral,2023-06-07
50,Neutral,2023-06-08
50,Neutral,2023-06-09
49,Neutral,2023-06-10
47,Neutral,2023-06-11
47,Neutral,2023-06-12
45,Neutral,2023-06-13
46,Neutral,2023-06-14
41,Fear,2023-06-15
47,Neutral,2023-06-16
47,Neutral,2023-06-17
49,Neutral,2023-06-18
47,Neutral,2023-06-19
49,Neutral,2023-06-20
59,Greed,2023-06-21
65,Greed,2023-06-22
65,Greed,2023-06-23
62,Greed,2023-06-24
64,Greed,2023-06-25
55,Greed,2023-06-26
59,Greed,2023-06-27
62,Greed,2023-06-28
54,Neutral,2023-06-29
56,Greed,2023-06-30
59,Greed,2023-07-01
63,Greed,2023-07-02
62,Greed,2023-07-03
64,Greed,2023-07-04
61,Greed,2023-07-05
56,Greed,2023-07-06
55,Greed,2023-07-07
58,Greed,2023-07-08
55,Greed,2023-07-09
56,Greed,2023-07-10
57,Greed,2023-07-11
64,Greed,2023-07-12
57,Greed,2023-07-13
60,Greed,2023-07-14
56,Greed,2023-07-15
57,Greed,2023-07-16
54,Neutral,2023-07-17
56,Greed,2023-07-18
50,Neutral,2023-07-19
56,Greed,2023-07-20
50,Neutral,2023-07-21
52,Neutral,2023-07-22
54,Neutral,2023-07-23
55,Greed,2023-07-24
50,Neutral,2023-07-25
51,Neutral,2023-07-26
51,Neutral,2023-07-27
52,Neutral,2023-07-28
52,Neutral,2023-07-29
52,Neutral,2023-07-30
50,Neutral,2023-07-31
53,Neutral,2023-08-01
53,Neutral,2023-08-02
52,Neutral,2023-08-03
54,Neutral,2023-08-04
50,Neutral,2023-08-05
49,Neutral,2023-08-06
49,Neutral,2023-08-07
54,Neutral,2023-08-08
50,Neutral,2023-08-09
53,Neutral,2023-08-10
51,Neutral,2023-08-11
54,Neutral,2023-08-12
54,Neutral,2023-08-13
50,Neutral,2023-08-14
53,Neutral,2023-08-15
52,Neutral,2023-08-16
50,Neutral,2023-08-17
37,Fear,2023-08-18
39,Fear,2023-08-19
37,Fear,2023-08-20
38,Fear,2023-08-21
37,Fear,2023-08-22
37,Fear,2023-08-23
41,Fear,2023-08-24
39,Fear,2023-08-25
38,Fear,2023-08-26
38,Fear,2023-08-27
39,Fear,2023-08-28
39,Fear,2023-08-29
49,Neutral,2023-08-30
52,Neutral,2023-08-31
40,Fear,2023-09-01
39,Fear,2023-09-02
40,Fear,2023-09-03
40,Fear,2023-09-04
40,Fear,2023-09-05
42,Fear,2023-09-06
41,Fear,2023-09-07
46,Neutral,2023-09-08
41,Fear,2023-09-09
40,Fear,2023-09-10
40,Fear,2023-09-11
30,Fear,2023-09-12
41,Fear,2023-09-13
45,Neutral,2023-09-14
45,Neutral,2023-09-15
43,Fear,2023-09-16
46,Neutral,2023-09-17
46,Neutral,2023-09-18
46,Neutral,2023-09-19
47,Neutral,2023-09-20
47,Neutral,2023-09-21
43,Fear,2023-09-22
47,Neutral,2023-09-23
44,Fear,2023-09-24
47,Neutral,2023-09-25
46,Neutral,2023-09-26
44,Fear,2023-09-27
46,Neutral,2023-09-28
48,Neutral,2023-09-29
47,Neutral,2023-09-30
48,Neutral,2023-10-01
50,Neutral,2023-10-02
50,Neutral,2023-10-03
49,Neutral,2023-10-04
48,Neutral,2023-10-05
50,Neutral,2023-10-06
49,Neutral,2023-10-07
50,Neutral,2023-10-08
50,Neutral,2023-10-09
50,Neutral,2023-10-10
47,Neutral,2023-10-11
45,Neutral,2023-10-12
44,Fear,2023-10-13
47,Neutral,2023-10-14
45,Neutral,2023-10-15
47,Neutral,2023-10-16
52,Neutral,2023-10-17
50,Neutral,2023-10-18
52,Neutral,2023-10-19
53,Neutral,2023-10-20
63,Greed,2023-10-21
53,Neutral,2023-10-22
53,Neutral,2023-10-23
66,Greed,2023-10-24
72,Greed,2023-10-25
71,Greed,2023-10-26
70,Greed,2023-10-27
65,Greed,2023-10-28
72,Greed,2023-10-29
68,Greed,2023-10-30
66,Greed,2023-10-31
66,Greed,2023-11-01
72,Greed,2023-11-02
65,Greed,2023-11-03
68,Greed,2023-11-04
70,Greed,2023-11-05
74,Greed,2023-11-06
68,Greed,2023-11-07
66,Greed,2023-11-08
69,Greed,2023-11-09
70,Greed,2023-11-10
70,Greed,2023-11-11
73,Greed,2023-11-12
72,Greed,2023-11-13
69,Greed,2023-11-14
60,Greed,2023-11-15
70,Greed,2023-11-16
63,Greed,2023-11-17
69,Greed,2023-11-18
66,Greed,2023-11-19
69,Greed,2023-11-20
71,Greed,2023-11-21
62,Greed,2023-11-22
66,Greed,2023-11-23
66,Greed,2023-11-24
73,Greed,2023-11-25
73,Greed,2023-11-26
66,Greed,2023-11-27
68,Greed,2023-11-28
72,Greed,2023-11-29
74,Greed,2023-11-30
71,Greed,2023-12-01
74,Greed,2023-12-02
73,Greed,2023-12-03
74,Greed,2023-12-04
75,Extreme Greed,2023-12-05
72,Greed,2023-12-06
72,Greed,2023-12-07
72,Greed,2023-12-08
73,Greed,2023-12-09
74,Greed,2023-12-10
74,Greed,2023-12-11
67,Greed,2023-12-12
65,Greed,2023-12-13
72,Greed,2023-12-14
70,Greed,2023-12-15
67,Greed,2023-12-16
73,Greed,2023-12-17
65,Greed,2023-12-18
73,Greed,2023-12-19
74,Greed,2023-12-20
70,Greed,2023-12-21
74,Greed,2023-12-22
70,Greed,2023-12-23
71,Greed,2023-12-24
73,Greed,2023-12-25
71,Greed,2023-12-26
73,Greed,2023-12-27
73,Greed,2023-12-28
65,Greed,2023-12-29
68,Greed,2023-12-30
67,Greed,2023-12-31
65,Greed,2024-01-01
71,Greed,2024-01-02
70,Greed,2024-01-03
68,Greed,2024-01-04
72,Greed,2024-01-05
70,Greed,2024-01-06
71,Greed,2024-01-07
71,Greed,2024-01-08
76,Extreme Greed,2024-01-09
73,Greed,2024-01-10
76,Extreme Greed,2024-01-11
71,Greed,2024-01-12
64,Greed,2024-01-13
60,Greed,2024-01-14
52,Neutral,2024-01-15
64,Greed,2024-01-16
60,Greed,2024-01-17
63,Greed,2024-01-18
51,Neutral,2024-01-19
52,Neutral,2024-01-20
56,Greed,2024-01-21
55,Greed,2024-01-22
50,Neutral,2024-01-23
48,Neutral,2024-01-24
52,Neutral,2024-01-25
49,Neutral,2024-01-26
55,Greed,2024-01-27
54,Neutral,2024-01-28
55,Greed,2024-01-29
61,Greed,2024-01-30
60,Greed,2024-01-31
63,Greed,2024-02-01
63,Greed,2024-02-02
60,Greed,2024-02-03
60,Greed,2024-02-04
60,Greed,2024-02-05
64,Greed,2024-02-06
62,Greed,2024-02-07
66,Greed,2024-02-08
72,Greed,2024-02-09
74,Greed,2024-02-10
71,Greed,2024-02-11
70,Greed,2024-02-12
79,Extreme Greed,2024-02-13
74,Greed,2024-02-14
72,Greed,2024-02-15
72,Greed,2024-02-16
76,Extreme Greed,2024-02-17
72,Greed,2024-02-18
75,Extreme Greed,2024-02-19
72,Greed,2024-02-20
78,Extreme Greed,2024-02-21
74,Greed,2024-02-22
76,Extreme Greed,2024-02-23
72,Greed,2024-02-24
74,Greed,2024-02-25
72,Greed,2024-02-26
79,Extreme Greed,2024-02-27
82,Extreme Greed,2024-02-28
80,Extreme Greed,2024-02-29
80,Extreme Greed,2024-03-01
80,Extreme Greed,2024-03-02
83,Extreme Greed,2024-03-03
82,Extreme Greed,2024-03-04
90,Extreme Greed,2024-03-05
75,Extreme Greed,2024-03-06
82,Extreme Greed,2024-03-07
81,Extreme Greed,2024-03-08
84,Extreme Greed,2024-03-09
79,Extreme Greed,2024-03-10
82,Extreme Greed,2024-03-11
81,Extreme Greed,2024-03-12
81,Extreme Greed,2024-03-13
88,Extreme Greed,2024-03-14
83,Extreme Greed,2024-03-15
81,Extreme Greed,2024-03-16
79,Extreme Greed,2024-03-17
77,Extreme Greed,2024-03-18
79,Extreme Greed,2024-03-19
74,Greed,2024-03-20
78,Extreme Greed,2024-03-21
75,Extreme Greed,2024-03-22
73,Greed,2024-03-23
74,Greed,2024-03-24
75,Extreme Greed,2024-03-25
81,Extreme Greed,2024-03-26
83,Extreme Greed,2024-03-27
80,Extreme Greed,2024-03-28
79,Extreme Greed,2024-03-29
75,Extreme Greed,2024-03-30
75,Extreme Greed,2024-03-31
79,Extreme Greed,2024-04-01
79,Extreme Greed,2024-04-02
71,Greed,2024-04-03
70,Greed,2024-04-04
79,Extreme Greed,2024-04-05
75,Extreme Greed,2024-04-06
78,Extreme Greed,2024-04-07
76,Extreme Greed,2024-04-08
80,Extreme Greed,2024-04-09
78,Extreme Greed,2024-04-10
76,Extreme Greed,2024-04-11
79,Extreme Greed,2024-04-12
72,Greed,2024-04-13
72,Greed,2024-04-14
74,Greed,2024-04-15
65,Greed,2024-04-16
67,Greed,2024-04-17
57,Greed,2024-04-18
66,Greed,2024-04-19
66,Greed,2024-04-20
72,Greed,2024-04-21
73,Greed,2024-04-22
71,Greed,2024-04-23
72,Greed,2024-04-24
72,Greed,2024-04-25
70,Greed,2024-04-26
67,Greed,2024-04-27
65,Greed,2024-04-28
67,Greed,2024-04-29
67,Greed,2024-04-30
54,Neutral,2024-05-01
43,Fear,2024-05-02
48,Neutral,2024-05-03
67,Greed,2024-05-04
69,Greed,2024-05-05
71,Greed,2024-05-06
68,Greed,2024-05-07
64,Greed,2024-05-08
55,Greed,2024-05-09
66,Greed,2024-05-10
53,Neutral,2024-05-11
56,Greed,2024-05-12
57,Greed,2024-05-13
66,Greed,2024-05-14
64,Greed,2024-05-15
70,Greed,2024-05-16
74,Greed,2024-05-17
73,Greed,2024-05-18
72,Greed,2024-05-19
70,Greed,2024-05-20
76,Extreme Greed,2024-05-21
76,Extreme Greed,2024-05-22
76,Extreme Greed,2024-05-23
74,Greed,2024-05-24
76,Extreme Greed,2024-05-25
75,Extreme Greed,2024-05-26
74,Greed,2024-05-27
72,Greed,2024-05-28
72,Greed,2024-05-29
73,Greed,2024-05-30
73,Greed,2024-05-31
72,Greed,2024-06-01
73,Greed,2024-06-02
73,Greed,2024-06-03
73,Greed,2024-06-04
75,Extreme Greed,2024-06-05
78,Extreme Greed,2024-06-06
77,Extreme Greed,2024-06-07
72,Greed,2024-06-08
75,Extreme Greed,2024-06-09
72,Greed,2024-06-10
74,Greed,2024-06-11
72,Greed,2024-06-12
70,Greed,2024-06-13
74,Greed,2024-06-14
74,Greed,2024-06-15
71,Greed,2024-06-16
71,Greed,2024-06-17
74,Greed,2024-06-18
64,Greed,2024-06-19
60,Greed,2024-06-20
63,Greed,2024-06-21
53,Neutral,2024-06-22
55,Greed,2024-06-23
51,Neutral,2024-06-24
30,Fear,2024-06-25
46,Neutral,2024-06-26
40,Fear,2024-06-27
47,Neutral,2024-06-28
30,Fear,2024-06-29
47,Neutral,2024-06-30
53,Neutral,2024-07-01
51,Neutral,2024-07-02
50,Neutral,2024-07-03
44,Fear,2024-07-04
29,Fear,2024-07-05
26,Fear,2024-07-06
29,Fear,2024-07-07
28,Fear,2024-07-08
27,Fear,2024-07-09
28,Fear,2024-07-10
29,Fear,2024-07-11
25,Fear,2024-07-12
25,Fear,2024-07-13
33,Fear,2024-07-14
52,Neutral,2024-07-15
65,Greed,2024-07-16
69,Greed,2024-07-17
61,Greed,2024-07-18
60,Greed,2024-07-19
74,Greed,2024-07-20
74,Greed,2024-07-21
70,Greed,2024-07-22
71,Greed,2024-07-23
69,Greed,2024-07-24
68,Greed,2024-07-25
68,Greed,2024-07-26
72,Greed,2024-07-27
71,Greed,2024-07-28
74,Greed,2024-07-29
67,Greed,2024-07-30
61,Greed,2024-07-31
52,Neutral,2024-08-01
57,Greed,2024-08-02
37,Fear,2024-08-03
34,Fear,2024-08-04
26,Fear,2024-08-05
17,Extreme Fear,2024-08-06
29,Fear,2024-08-07
20,Extreme Fear,2024-08-08
48,Neutral,2024-08-09
40,Fear,2024-08-10
39,Fear,2024-08-11
25,Fear,2024-08-12
31,Fear,2024-08-13
30,Fear,2024-08-14
29,Fear,2024-08-15
27,Fear,2024-08-16
25,Fear,2024-08-17
31,Fear,2024-08-18
28,Fear,2024-08-19
30,Fear,2024-08-20
26,Fear,2024-08-21
39,Fear,2024-08-22
34,Fear,2024-08-23
56,Greed,2024-08-24
54,Neutral,2024-08-25
55,Greed,2024-08-26
48,Neutral,2024-08-27
30,Fear,2024-08-28
29,Fear,2024-08-29
34,Fear,2024-08-30
29,Fear,2024-08-31
26,Fear,2024-09-01
26,Fear,2024-09-02
26,Fear,2024-09-03
27,Fear,2024-09-04
29,Fear,2024-09-05
22,Extreme Fear,2024-09-06
23,Extreme Fear,2024-09-07
29,Fear,2024-09-08
26,Fear,2024-09-09
33,Fear,2024-09-10
37,Fear,2024-09-11
31,Fear,2024-09-12
32,Fear,2024-09-13
50,Neutral,2024-09-14
51,Neutral,2024-09-15
39,Fear,2024-09-16
33,Fear,2024-09-17
45,Neutral,2024-09-18
49,Neutral,2024-09-19
54,Neutral,2024-09-20
54,Neutral,2024-09-21
52,Neutral,2024-09-22
50,Neutral,2024-09-23
54,Neutral,2024-09-24
59,Greed,2024-09-25
50,Neutral,2024-09-26
61,Greed,2024-09-27
64,Greed,2024-09-28
63,Greed,2024-09-29
61,Greed,2024-09-30
50,Neutral,2024-10-01
42,Fear,2024-10-02
37,Fear,2024-10-03
41,Fear,2024-10-04
49,Neutral,2024-10-05
50,Neutral,2024-10-06
50,Neutral,2024-10-07
49,Neutral,2024-10-08
49,Neutral,2024-10-09
39,Fear,2024-10-10
32,Fear,2024-10-11
49,Neutral,2024-10-12
50,Neutral,2024-10-13
48,Neutral,2024-10-14
65,Greed,2024-10-15
73,Greed,2024-10-16
71,Greed,2024-10-17
73,Greed,2024-10-18
72,Greed,2024-10-19
73,Greed,2024-10-20
72,Greed,2024-10-21
70,Greed,2024-10-22
71,Greed,2024-10-23
69,Greed,2024-10-24
72,Greed,2024-10-25
74,Greed,2024-10-27
72,Greed,2024-10-28
72,Greed,2024-10-29
77,Extreme Greed,2024-10-30
77,Extreme Greed,2024-10-31
75,Extreme Greed,2024-11-01
72,Greed,2024-11-02
74,Greed,2024-11-03
70,Greed,2024-11-04
70,Greed,2024-11-05
70,Greed,2024-11-06
77,Extreme Greed,2024-11-07
75,Extreme Greed,2024-11-08
75,Extreme Greed,2024-11-09
78,Extreme Greed,2024-11-10
76,Extreme Greed,2024-11-11
80,Extreme Greed,2024-11-12
84,Extreme Greed,2024-11-13
88,Extreme Greed,2024-11-14
80,Extreme Greed,2024-11-15
86,Extreme Greed,2024-11-16
90,Extreme Greed,2024-11-17
83,Extreme Greed,2024-11-18
90,Extreme Greed,2024-11-19
83,Extreme Greed,2024-11-20
82,Extreme Greed,2024-11-21
94,Extreme Greed,2024-11-22
93,Extreme Greed,2024-11-23
80,Extreme Greed,2024-11-24
82,Extreme Greed,2024-11-25
79,Extreme Greed,2024-11-26
75,Extreme Greed,2024-11-27
77,Extreme Greed,2024-11-28
78,Extreme Greed,2024-11-29
84,Extreme Greed,2024-11-30
81,Extreme Greed,2024-12-01
80,Extreme Greed,2024-12-02
76,Extreme Greed,2024-12-03
78,Extreme Greed,2024-12-04
84,Extreme Greed,2024-12-05
72,Greed,2024-12-06
75,Extreme Greed,2024-12-07
79,Extreme Greed,2024-12-08
78,Extreme Greed,2024-12-09
78,Extreme Greed,2024-12-10
74,Greed,2024-12-11
83,Extreme Greed,2024-12-12
76,Extreme Greed,2024-12-13
83,Extreme Greed,2024-12-14
80,Extreme Greed,2024-12-15
83,Extreme Greed,2024-12-16
87,Extreme Greed,2024-12-17
81,Extreme Greed,2024-12-18
75,Extreme Greed,2024-12-19
74,Greed,2024-12-20
73,Greed,2024-12-21
73,Greed,2024-12-22
70,Greed,2024-12-23
73,Greed,2024-12-24
73,Greed,2024-12-25
79,Extreme Greed,2024-12-26
74,Greed,2024-12-27
72,Greed,2024-12-28
73,Greed,2024-12-29
65,Greed,2024-12-30
64,Greed,2024-12-31
66,Greed,2025-01-01
70,Greed,2025-01-02
74,Greed,2025-01-03
73,Greed,2025-01-04
72,Greed,2025-01-05
76,Extreme Greed,2025-01-06
78,Extreme Greed,2025-01-07
70,Greed,2025-01-08
69,Greed,2025-01-09
50,Neutral,2025-01-10
69,Greed,2025-01-11
62,Greed,2025-01-12
61,Greed,2025-01-13
63,Greed,2025-01-14
70,Greed,2025-01-15
75,Extreme Greed,2025-01-16
75,Extreme Greed,2025-01-17
77,Extreme Greed,2025-01-18
77,Extreme Greed,2025-01-19
76,Extreme Greed,2025-01-20
76,Extreme Greed,2025-01-21
84,Extreme Greed,2025-01-22
75,Extreme Greed,2025-01-23
75,Extreme Greed,2025-01-24
75,Extreme Greed,2025-01-25
73,Greed,2025-01-26
71,Greed,2025-01-27
72,Greed,2025-01-28
72,Greed,2025-01-29
70,Greed,2025-01-30
76,Extreme Greed,2025-01-31
68,Greed,2025-02-01
60,Greed,2025-02-02
44,Fear,2025-02-03
72,Greed,2025-02-04
54,Neutral,2025-02-05
49,Neutral,2025-02-06
44,Fear,2025-02-07
44,Fear,2025-02-08
46,Neutral,2025-02-09
43,Fear,2025-02-10
47,Neutral,2025-02-11
46,Neutral,2025-02-12
50,Neutral,2025-02-13
48,Neutral,2025-02-14
50,Neutral,2025-02-15
54,Neutral,2025-02-16
51,Neutral,2025-02-17
47,Neutral,2025-02-18
44,Fear,2025-02-19
49,Neutral,2025-02-20
55,Greed,2025-02-21
49,Neutral,2025-02-22
50,Neutral,2025-02-23
49,Neutral,2025-02-24
25,Fear,2025-02-25
