account,date,total_pnl,total_volume,total_fee,trade_count,buy_count,sell_count,avg_exec_price,coins_traded,net_pnl,buy_ratio
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,12.652267000000005,12197.01,1.6668287458,21,15,6,20257.244978095237,7,10.985438254200005,0.7143
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,-2.1503300000000003,2999.74,0.51616288,12,9,3,7291.23762225,3,-2.6664928800000003,0.75
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,-282.266207,4813.67,0.957551,14,2,12,12837.561209714286,4,-283.22375800000003,0.1429
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,511.720343,15144.58,3.78354597,45,11,34,14596.795846888888,8,507.93679703000004,0.2444
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,350.896638,9505.03,1.7637399599999999,24,11,13,3976.7548366666665,7,349.13289804,0.4583
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0.0,2749.86,0.17323044999999998,7,3,4,268.79285714285714,3,-0.17323044999999998,0.4286
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,147.607393,5200.49,1.17737927,18,6,12,21216.08015,7,146.43001373,0.3333
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,361.183441,4819.25,1.3554278899999999,13,5,8,7667.7341646153845,6,359.82801311000003,0.3846
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,146.420556,3247.21,0.551158,9,5,4,10.129435555555554,3,145.86939800000002,0.5556
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,30.495403,2498.8,0.359619,7,1,6,34.49588571428571,4,30.135784,0.1429
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,37.385304,2093.09,0.703274,7,0,7,8.968682857142857,3,36.68203,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,0.0,24979.8,4.898,1,1,0,0.51,1,-4.898,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,7440.638159,453044.78,102.865112,89,53,36,4.165839325842697,1,7337.773047,0.5955
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,53635.529649,2291660.29,621.675856,238,129,109,3.855455020084033,2,53013.853792999995,0.542
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,357.346725,129430.5,45.300667000000004,18,9,9,2.166044444444444,1,312.046058,0.5
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,2227.18659,248389.74,56.166067999999996,38,13,25,3.995215789473684,1,2171.020522,0.3421
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,0.0,700570.35,245.199569,139,139,0,2.30528309352518,2,-245.199569,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,35352.95374,744503.38,205.33857300000003,96,40,56,4.7197989583333335,1,35147.615166999996,0.4167
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,2812.7685,113287.72,39.650688,27,0,27,4.672103703703704,1,2773.117812,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,927.412681,323771.05,32.376978,390,0,390,0.59,1,895.035703,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,0.0,157438.69,15.743859,23,23,0,4.51,1,-15.743859,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,13963.52,171402.19999999998,17.14022,4,0,4,4.91,1,13946.379780000001,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,1519.769822,117502.78,41.12595,30,10,20,27.0185,1,1478.6438719999999,0.3333
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,-2427.873799,111655.81999999999,39.079508000000004,43,7,36,13.41486046511628,1,-2466.9533069999998,0.1628
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,0.0,19999.92,0.28503619,13,13,0,24.556615384615384,1,-0.28503619,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,856.4737299999999,240953.5,84.333708,41,34,7,92.96639024390244,2,772.1400219999999,0.8293
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,11271.895074,1211478.04,211.517568,215,101,114,37.965586046511625,3,11060.377506,0.4698
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,22137.551238,422136.07999999996,147.74759799999998,50,0,50,2.965166,1,21989.80364,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,503.31943,100537.42,35.188087,12,8,4,603.3391666666666,1,468.131343,0.6667
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,22299.186495,1322353.09,387.823865,89,17,72,79.32246629213483,2,21911.362630000003,0.191
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,199936.29,69.977691,19,19,0,163.3242105263158,1,-69.977691,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,860142.5499999999,126.050573,155,155,0,34.928866451612905,3,-126.050573,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,5109.859504,145280.13,50.848044,15,10,5,97.02163999999999,2,5059.01146,0.6667
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,0.0,100077.85,35.027224,57,57,0,15.469070175438596,1,-35.027224,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,0.08712,637344.88,173.070731,114,113,1,1491.61299122807,3,-172.983611,0.9912
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,0.0,270186.14,44.565215,84,84,0,61.234857142857145,2,-44.565215,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,0.0,65244.9,6.5244860000000005,15,15,0,12.187999999999999,1,-6.5244860000000005,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,4839.59228,630536.58,113.748428,195,44,151,15.019338461538462,1,4725.843852,0.2256
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,0.0,24999.85,2.499981,17,17,0,13.97,1,-2.499981,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,4350.379248,69357.39,16.261935,53,0,53,15.291735849056604,1,4334.117313,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,2897.148962,302986.27,81.04532900000001,76,50,26,11.761013157894737,1,2816.103633,0.6579
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,48946.705539,1176763.62,175.744309,185,0,185,105.47857837837837,2,48770.96123,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,30531.101000000002,639865.76,223.952992,50,0,50,142.1908,1,30307.148008000004,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,9261.449882,689410.4500000001,121.230248,140,55,85,13.683435714285714,1,9140.219634000001,0.3929
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,314.6728,350341.06,122.619356,23,20,3,10747.732917391304,3,192.053444,0.8696
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,5362.529222,255386.44,38.937127000000004,21,0,21,7920.9455714285705,2,5323.592095,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,4750.8109939999995,444763.7,105.667381,47,21,26,8812.054257446809,2,4645.143612999999,0.4468
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,444.205198,599582.17,184.853869,16,10,6,86667.9375,1,259.35132899999996,0.625
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,999996.66,74.999717,60,60,0,117.14566666666666,1,-74.999717,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,0.0,421466.09,126.439802,51,51,0,46.25010196078431,2,-126.439802,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,31134.240601999998,527928.11,127.578406,102,0,102,94.85882647058824,2,31006.662195999997,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,0.0,567374.5700000001,107.712409,103,103,0,63.330118446601944,2,-107.712409,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,13642.628143,1470763.94,164.470105,189,149,40,75.06329894179895,2,13478.158038,0.7884
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,221.0,156825.0,47.047498,3,1,2,78449.33333333333,1,173.952502,0.3333
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,107892.62706,5201395.47,834.927894,290,147,143,41750.3565362069,3,107057.699166,0.5069
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,84856.33534,5798272.0200000005,1584.415224,222,142,80,27400.69738738739,2,83271.92011600001,0.6396
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,122461.112004,1804870.08,90.243471,74,0,74,120.66540540540541,1,122370.868533,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,0.0,1147722.14,175.727839,68,0,68,30946.021470588235,2,-175.727839,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,21531.8321,2046340.19,210.146766,76,53,23,15710.112500000001,2,21321.685333999998,0.6974
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,0.0,171059.99,8.552978,51,0,51,85914.50980392157,1,-8.552978,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,3088.0,166444.0,8.3222,1,1,0,83222.0,1,3079.6778,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,-110.0,169642.0,50.892595,6,6,0,84821.0,1,-160.892595,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,-681.29819,702502.7,122.852796,23,1,22,87734.21739130435,1,-804.150986,0.0435
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,132.0,91292.99,27.387897000000002,6,1,5,91381.0,1,104.61210299999999,0.1667
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,2875.230157,811877.66,122.91815,121,66,55,29446.609765429752,2,2752.312007,0.5455
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,459.24741,101376.46,7.062931,23,22,1,4060.8920396521744,2,452.184479,0.9565
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,0.0,189428.0,9.471399,3,0,3,95020.66666666667,1,-9.471399,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,47.876234000000004,282780.0,14.13899,41,41,0,94260.0,1,33.737244000000004,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,510.0,376290.0,84.601498,5,4,1,93996.0,1,425.398502,0.8
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,0.0,6000.799999999999,2.100278,7,7,0,3979.957142857143,1,-2.100278,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,65.480454,6066.28,2.123198,1,0,1,4010.5,1,63.35725599999999,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,338.42832,26339.81,9.218929,8,7,1,3749.675,1,329.209391,0.875
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,228.57984,27223.66,9.528281,6,5,1,3667.2000000000003,1,219.051559,0.8333
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,429.683075,87063.35,30.472167,14,10,4,3576.421428571429,1,399.21090799999996,0.7143
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,0.0,34001.9,11.900658,12,12,0,3541.85,1,-11.900658,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,0.0,9067.51,3.173628,4,4,0,3374.05,1,-3.173628,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,0.0,9744.18,3.410463,1,1,0,3457.1,1,-3.410463,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,1302.916428,57116.32,19.990712,7,0,7,3582.2999999999997,1,1282.925716,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,20.599193,23986.34,8.395214,7,6,1,3592.942857142857,1,12.203979,0.8571
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,189.192,87066.1,30.473126,27,12,15,3589.7925925925924,1,158.718874,0.4444
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,0.0,20013.89,7.00486,3,3,0,3483.7999999999997,1,-7.00486,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,883.097404,86914.37,30.420029999999997,15,9,6,3541.54,1,852.677374,0.6
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,912.786145,39912.96,13.969522000000001,13,0,13,3627.730769230769,1,898.816623,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,0.840939,134989.44,47.246296,29,25,4,3536.903448275862,1,-46.405357,0.8621
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,883.760812,224664.62,78.632589,37,6,31,3388.921621621622,1,805.1282229999999,0.1622
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,0.0,95987.73,33.595684999999996,32,0,32,3401.434375,1,-33.595684999999996,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,4444.4983010000005,172531.56999999998,60.38604000000001,10,10,0,3273.4900000000002,1,4384.112261,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,236.33513399999998,68223.67,23.878277,16,0,16,3328.08125,1,212.45685699999999,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,0.0,49988.14,17.495845,23,0,23,3398.0043478260873,1,-17.495845,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,0.0,163166.37,57.10822,28,0,28,3530.628571428572,1,-57.10822,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,0.0,57063.840000000004,19.972341,3,0,3,3501.3000000000006,1,-19.972341,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,5207.443414,351735.97,123.107562,41,40,1,3433.4707317073166,1,5084.335852,0.9756
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,389.743164,76400.96,26.740329,16,14,2,3521.2125,1,363.002835,0.875
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,0.0,149909.08000000002,52.468165,21,21,0,3398.9952380952377,1,-52.468165,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,0.0,156188.7,54.666038,18,18,0,3247.8444444444444,1,-54.666038,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,-36565.98544,588765.94,206.068057,64,23,41,2987.428125,1,-36772.05349699999,0.3594
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,0.0,50013.950000000004,17.504880999999997,3,3,0,3143.5,1,-17.504880999999997,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,1946.4454620000001,337257.92000000004,118.04025999999999,35,5,30,3065.0228571428574,1,1828.4052020000001,0.1429
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,0.0,11999.59,4.199857,2,0,2,3134.75,1,-4.199857,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,0.0,47993.61,16.797764,9,0,9,3202.222222222222,1,-16.797764,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,759.2148159999999,192658.47,67.430431,54,35,19,3197.8111111111107,1,691.7843849999999,0.6481
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,279.185907,141275.24,49.446315999999996,20,13,7,3230.17,1,229.739591,0.65
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,0.0,68979.14,24.142691999999997,6,6,0,3102.4500000000003,1,-24.142691999999997,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,4281.488139,154264.47,53.99255,27,0,27,3258.651851851852,1,4227.495589,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,0.0,26999.41,9.449794,8,0,8,3276.125,1,-9.449794,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,526.9338359999999,104475.19,36.566300999999996,31,24,7,3260.0967741935483,1,490.3675349999999,0.7742
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,0.0,125018.75,43.75655,24,24,0,3023.15,1,-43.75655,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,0.0,87025.45,30.458908,14,14,0,2916.8142857142857,1,-30.458908,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,5319.861625,277373.29,97.080639,23,0,23,3068.1173913043476,1,5222.780986,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,0.0,53999.340000000004,18.899767,6,0,6,3133.75,1,-18.899767,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,0.0,23986.050000000003,8.395113,4,0,4,3144.1749999999997,1,-8.395113,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,968.59038,206016.43,72.105746,9,8,1,3109.866666666667,1,896.484634,0.8889
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,656.21704,98901.26000000001,34.615441,10,4,6,3086.5299999999997,1,621.601599,0.4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,0.0,65834.19,23.04196,10,10,0,3005.7200000000003,1,-23.04196,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,1147.595856,216990.58,75.946694,25,9,16,2987.788,1,1071.649162,0.36
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,2101.741695,156882.0,54.90869,22,16,6,2946.254545454545,1,2046.8330050000002,0.7273
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,251.604742,63248.95,22.137125,9,0,9,2922.511111111111,1,229.467617,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,0.0,45004.64,15.751622000000001,10,10,0,2920.5299999999997,1,-15.751622000000001,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,2136.853859,188144.09,65.850416,25,5,20,2952.0440000000003,1,2071.0034429999996,0.2
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,1150.5233050000002,145853.4,51.048685,23,23,0,2912.1304347826085,1,1099.4746200000002,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,948.970582,234922.57,82.222887,36,11,25,2930.625,1,866.747695,0.3056
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,214.5898,158780.89,55.573295,24,14,10,2988.3916666666664,1,159.016505,0.5833
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,3522.3946610000003,126303.14,44.206092,25,7,18,3123.796,1,3478.1885690000004,0.28
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,0.0,29998.09,10.499327000000001,8,8,0,3079.425,1,-10.499327000000001,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,0.0,33003.4,11.55119,7,7,0,3076.714285714286,1,-11.55119,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,6017.309216,482127.94,168.74476099999998,53,11,42,3548.388679245283,1,5848.564455,0.2075
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,0.0,44995.29,15.748349000000001,6,0,6,3733.3333333333335,1,-15.748349000000001,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,7329.223137999999,785972.7,275.090432,52,39,13,3689.476923076923,1,7054.132705999999,0.75
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,0.0,45002.65,15.750927,7,7,0,3683.9,1,-15.750927,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,0.0,20999.96,7.349985,5,5,0,3705.2,1,-7.349985,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,0.0,24000.3,8.400105,4,4,0,3668.7,1,-8.400105,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,0.0,276003.46,96.60119399999999,21,21,0,3513.042857142857,1,-96.60119399999999,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,0.0,97988.96,34.296119,16,16,0,3404.96875,1,-34.296119,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,2084.433906,592097.63,207.234159,38,9,29,3544.4236842105265,1,1877.1997470000001,0.2368
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,1268.7590360000002,252491.58,88.37205,14,8,6,3573.121428571428,1,1180.3869860000002,0.5714
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,0.0,62998.22,22.049377,7,7,0,3435.6857142857143,1,-22.049377,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-19,2053.973644,190061.52,66.52153,17,0,17,3533.276470588235,1,1987.4521140000002,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,0.0,29997.36,10.499073,4,0,4,3620.1,1,-10.499073,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,773.5582039999999,74216.28,25.975694999999998,11,11,0,3505.409090909091,1,747.582509,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,0.0,18000.21,6.300072,3,3,0,3528.9,1,-6.300072,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-24,0.0,252007.37,88.202567,21,21,0,3348.014285714286,1,-88.202567,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-26,4197.732182,364194.84,127.46818,31,0,31,3415.0193548387097,1,4070.264002,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-27,0.0,119990.08,41.996528,12,0,12,3402.0833333333335,1,-41.996528,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-29,1842.738325,223530.97,78.235829,17,16,1,3376.8705882352942,1,1764.502496,0.9412
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-30,0.0,29999.27,10.499745,3,3,0,3380.1999999999994,1,-10.499745,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-01,1202.488212,97200.55,34.02019,13,2,11,3492.207692307692,1,1168.468022,0.1538
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,1118.387284,103880.08,36.358022,10,10,0,3332.44,1,1082.029262,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,0.0,255022.22,89.257767,14,14,0,3149.9285714285716,1,-89.257767,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,0.0,270298.74,94.604547,20,20,0,2939.615,1,-94.604547,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,11595.627026,671917.11,235.170963,43,10,33,3138.097674418605,1,11360.456063,0.2326
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,1876.812082,169887.02,59.460443,19,10,9,3151.1421052631576,1,1817.351639,0.5263
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,0.0,76006.65,26.602324,10,10,0,3078.71,1,-26.602324,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-13,2678.839374,138690.01,48.541495,13,0,13,3157.5999999999995,1,2630.297879,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-14,0.0,84001.13,29.400389,7,0,7,3194.1857142857143,1,-29.400389,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-15,0.0,167993.85,58.797837,21,0,21,3371.7619047619046,1,-58.797837,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-16,0.0,144000.57,50.400180999999996,22,0,22,3446.881818181818,1,-50.400180999999996,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-17,0.0,164934.32,57.727006,9,0,9,3508.577777777778,1,-57.727006,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-18,2569.979964,642356.11,224.82460700000001,53,53,0,3391.1169811320756,1,2345.155357,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-19,2120.091364,146122.7,51.142944,16,0,16,3495.46875,1,2068.9484199999997,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-20,129.66130099999998,99879.67,34.957881,9,9,0,3487.422222222222,1,94.70341999999998,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-21,0.0,43995.18,15.398312,3,3,0,3477.1666666666665,1,-15.398312,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-22,2273.29301,225308.37,78.8579,21,10,11,3501.6142857142854,1,2194.43511,0.4762
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-23,0.0,23994.47,8.398064,2,2,0,3418.6,1,-8.398064,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-24,0.0,28011.55,9.803735000000001,21,3,18,488.9904226128572,19,-9.803735000000001,0.1429
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-25,0.0,519380.44,181.783127,65,65,0,3225.4276923076923,1,-181.783127,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-26,0.0,150009.65,52.503374,10,10,0,3103.3300000000004,1,-52.503374,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-27,6400.623656,900756.99,315.264931,52,9,43,3203.605847689423,2,6085.358725,0.1731
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-28,0.0,31999.690000000002,11.199886000000001,3,3,0,3231.366666666667,1,-11.199886000000001,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-30,0.0,36006.47,12.602264,6,6,0,3295.4833333333336,1,-12.602264,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-31,0.0,40005.14,14.001799000000002,3,3,0,3247.7000000000003,1,-14.001799000000002,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-01,0.0,143995.01,50.398244999999996,13,13,0,3149.0384615384614,1,-50.398244999999996,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-02,0.0,295967.16,103.58846199999999,36,35,1,2929.9139958333335,2,-103.58846199999999,0.9722
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-03,0.0,112478.98999999999,39.367641,13,13,0,2933.4692307692308,1,-39.367641,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-04,-108604.496278,901551.09,315.542853,72,12,60,2669.847222222222,1,-108920.03913100001,0.1667
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-05,-4779.219012,213738.16,74.808346,17,15,2,2429.9,1,-4854.027357999999,0.8824
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-09,11147.900554,132038.0,46.213288,12,3,9,2643.3416666666667,1,11101.687265999999,0.25
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-11,847.7766200000001,40839.850000000006,14.293947,8,0,8,2678.65,1,833.4826730000001,0.0
